<<<<<<< HEAD
286,Дубина,35,Высшая,283
287,Дубинин,36,Без категории,218
288,Дудина,36,Без категории,188
289,Дудникова,43,Высшая,44
290,Евгенов,43,Высшая,240
291,Евгеньев,52,Без категории,330
292,Евдокимова,26,Без категории,50
293,Евлампиев,53,Без категории,456
294,Евменов,34,Вторая,364
295,Евменьева,37,Без категории,42
296,Евплов,54,Без категории,421
297,Евсеев,26,Без категории,73
298,Евстафьев,42,Высшая,107
299,Евстигнеев,36,Высшая,397
300,Евстифеев,43,Высшая,447
301,Евстратова,27,Без категории,107
302,Евсюкова,42,Вторая,375
303,Евтифеева,57,Вторая,165
304,Евтихеева,33,Высшая,283
305,Егорова,42,Первая,472
306,Егорьев,39,Без категории,268
307,Ежов,36,Вторая,363
308,Екимов,38,Без категории,404
309,Еланцева,29,Вторая,172
310,Елеазаров,53,Высшая,226
311,Елеферьев,46,Первая,413
312,Елизарова,30,Вторая,30
313,Елизарьев,50,Без категории,228
314,Елисеев,37,Первая,137
315,Елфимова,35,Без категории,190
316,Ельшин,25,Высшая,269
317,Емельянов,35,Первая,141
318,Епенетов,55,Без категории,161
319,Епимахова,37,Вторая,115
320,Епинетов,28,Вторая,179
321,Епифанов,54,Первая,192
322,Епифаньева,36,Вторая,392
323,Ерастов,40,Без категории,405
324,Еремеев,57,Высшая,447
325,Ерёмина,35,Без категории,471
326,Ермилин,55,Первая,80
327,Ермилова,50,Вторая,225
328,Ермошин,30,Высшая,59
329,Ерофеева,53,Вторая,174
330,Ерошкин,44,Высшая,411
331,Есипова,45,Высшая,451
332,Ефимова,27,Высшая,145
333,Ефимьев,36,Первая,269
334,Ефремов,34,Вторая,122
335,Ефросинов,60,Высшая,463
336,Жаринова,31,Высшая,364
337,Жбанов,34,Первая,205
338,Жвалова,26,Без категории,178
339,Жерихов,31,Первая,85
340,Живаго,39,Высшая,480
341,Жукова,25,Без категории,294
342,Жуликов,56,Без категории,466
343,Жулина,32,Без категории,332
344,Журавский,51,Первая,483
345,Заболотских,29,Без категории,28
346,Заборова,43,Первая,318
347,Заволокин,54,Без категории,397
348,Задорнова,57,Первая,31
349,Задорова,35,Первая,366
350,Зайцева,47,Без категории,172
351,Зализняк,43,Высшая,259
352,Замуткин,29,Вторая,286
353,Заостровцев,30,Вторая,496
354,Заплетина,36,Без категории,239
355,Зарубин,26,Первая,159
356,Захаров,47,Высшая,321
357,Захарьева,44,Первая,165
358,Захарьин,48,Без категории,493
359,Захватов,30,Вторая,351
360,Збруева,28,Без категории,17
361,Зверев,33,Первая,330
362,Зворыкин,39,Вторая,229
363,Зеленина,46,Высшая,6
364,Зимин,45,Вторая,46
365,Зиничев,41,Высшая,470
366,Зиновьева,51,Без категории,134
367,Знаменский,44,Высшая,71
368,Зосимов,46,Без категории,377
369,Зотеева,43,Вторая,412
370,Зотов,34,Вторая,214
371,Зотьев,37,Первая,326
372,Зудина,45,Без категории,427
373,Зыкин,39,Вторая,318
374,Зюганов,25,Высшая,163
375,Зябликова,51,Вторая,385
376,Иванкин,29,Первая,69
377,Иванова,53,Первая,11
378,Ивлева,60,Первая,204
379,Ивонин,55,Первая,417
380,Ивонов,46,Вторая,81
381,Игнатов,57,Без категории,34
382,Игнатьев,50,Вторая,343
383,Игнашева,43,Первая,247
384,Иевлев,45,Высшая,41
385,Измайлова,43,Без категории,100
386,Изосимов,27,Первая,236
387,Изотов,60,Вторая,493
388,Ильковский,54,Высшая,276
389,Иовлев,59,Вторая,120
390,Ионин,40,Вторая,455
391,Ионова,31,Без категории,362
392,Ипатов,27,Первая,227
393,Ипатьев,25,Вторая,112
394,Иринеев,51,Вторая,176
395,Исаева,52,Высшая,386
396,Исаин,42,Первая,280
397,Итина,32,Вторая,185
398,Казимиров,60,Без категории,374
399,Калашников,39,Вторая,262
400,Калинина,28,Первая,354
401,Каминов,58,Первая,194
402,Камышинский,56,Вторая,320
403,Кандауров,35,Первая,317
404,Капитонов,45,Без категории,94
405,Карабанов,32,Вторая,183
406,Карасёв,48,Без категории,361
407,Карионова,47,Вторая,322
408,Карпеев,38,Вторая,366
409,Карпенкова,60,Вторая,217
410,Карпова,30,Без категории,478
411,Карский,38,Высшая,474
412,Картофельников,26,Без категории,456
413,Каруселина,59,Высшая,315
414,Кафельников,35,Без категории,381
415,Кашин,34,Без категории,498
416,Каштанова,34,Без категории,399
417,Квартальнов,29,Без категории,51
418,Кедрина,29,Без категории,399
419,Киприанов,54,Высшая,233
420,Кириков,40,Вторая,330
421,Кирилина,37,Вторая,428
422,Кириллов,43,Первая,453
423,Кирилов,44,Высшая,404
424,Кирова,49,Первая,482
425,Кирсанов,34,Вторая,9
426,Кислицын,60,Первая,299
427,Китова,53,Вторая,423
428,Клеников,47,Первая,319
429,Клеопин,45,Вторая,185
430,Клеопова,32,Без категории,463
431,Климентов,26,Первая,291
432,Климентьев,45,Высшая,431
433,Кобзева,57,Первая,478
434,Ковалёв,47,Высшая,177
435,Ковшов,35,Вторая,351
436,Козлов,46,Без категории,238
437,Козин,59,Первая,330
438,Козырев,39,Высшая,439
439,Козьмин,36,Высшая,451
440,Кокорев,53,Высшая,132
441,Колесников,53,Вторая,26
442,Колокольцев,58,Вторая,199
443,Комаровский,48,Высшая,227
444,Конашенков,50,Вторая,6
445,Кондратова,44,Без категории,480
446,Кондратьев,46,Вторая,340
447,Кононов,30,Вторая,500
448,Кононыхин,36,Высшая,135
449,Константинов,57,Первая,332
450,Конюкова,31,Первая,208
451,Корнилов,48,Первая,270
452,Корнильев,57,Первая,173
453,Коробова,56,Высшая,16
454,Коростелёв,32,Первая,19
455,Корявин,47,Первая,445
456,Косника,39,Первая,106
457,Косой,52,Первая,256
458,Костин,28,Без категории,193
459,Косьмина,47,Вторая,212
460,Котляревский,29,Вторая,332
461,Котова,34,Первая,188
462,Котовский,60,Без категории,267
463,Коченков,58,Без категории,440
464,Кошелёв,44,Высшая,89
465,Кошина,27,Вторая,193
466,Кравченко,37,Первая,259
467,Крамской,39,Вторая,438
468,Кривомазов,28,Без категории,406
469,Кривцова,40,Вторая,73
470,Крикалёв,56,Вторая,144
471,Кротова,43,Высшая,357
472,Крупнов,49,Высшая,63
473,Крутихин,47,Высшая,475
474,Кручёных,60,Первая,155
475,Крылова,59,Первая,395
476,Кудинов,50,Вторая,396
477,Кудрявцев,25,Первая,269
478,Кузикова,56,Вторая,374
479,Кузнецов,26,Высшая,218
480,Кузьмин,29,Без категории,446
481,Кулибин,54,Первая,479
482,Купреянов,34,Вторая,121
483,Куратова,35,Без категории,272
484,Курилов,59,Высшая,382
485,Лавров,57,Высшая,23
486,Лазарева,39,Высшая,176
487,Лактионов,29,Высшая,7
488,Ланьков,46,Вторая,274
489,Латынина,60,Без категории,57
490,Лахтионова,50,Вторая,284
491,Лебедь,34,Высшая,340
492,Леванидов,35,Вторая,449
493,Левонова,60,Первая,357
494,Левонтьев,36,Вторая,500
495,Леонидов,36,Первая,14
496,Леонов,52,Вторая,337
497,Леонтьев,25,Вторая,476
498,Лепёхина,32,Высшая,397
499,Лермонтов,47,Без категории,158
500,Лесина,46,Высшая,257
501,Ливанов,29,Без категории,429
502,Лигачёв,53,Первая,216
503,Лимонова,55,Первая,272
504,Листьев,28,Первая,229
505,Литаврин,36,Вторая,313
506,Литвина,58,Первая,457
507,Литвинов,37,Без категории,445
508,Лобкова,57,Вторая,29
509,Ловчиков,50,Первая,171
510,Ложкин,32,Высшая,177
511,Ложкомоев,29,Первая,277
512,Ломакина,41,Высшая,248
513,Ломов,44,Вторая,3
514,Ломовской,28,Первая,335
515,Лоскутов,50,Вторая,381
516,Лошкомоев,45,Первая,194
517,Лужин,49,Первая,236
518,Лукина,58,Высшая,324
519,Лукьянов,60,Вторая,1
520,Луппова,26,Высшая,75
521,Луппол,41,Вторая,116
522,Лутьянов,32,Высшая,364
523,Лыжина,60,Без категории,273
524,Любимов,60,Высшая,155
525,Люкина,36,Высшая,21
526,Люсин,26,Без категории,405
527,Лялина,42,Вторая,397
528,Мавров,46,Первая,478
529,Макарова,37,Высшая,157
530,Макарьев,42,Вторая,295
531,Макашина,47,Высшая,161
532,Максимишин,44,Без категории,199
533,Максимова,28,Высшая,183
534,Малафеев,59,Без категории,246
535,Малахеева,53,Вторая,70
536,Малахов,46,Первая,198
537,Маликова,55,Первая,31
538,Малыхин,37,Вторая,63
539,Малышев,48,Высшая,428
540,Малярова,31,Без категории,47
541,Мамантов,32,Без категории,473
542,Мамонтова,34,Вторая,164
543,Мануйлов,32,Вторая,314
544,Манылина,45,Высшая,210
545,Манылов,28,Высшая,216
546,Маргелова,55,Вторая,42
547,Маркевич,43,Высшая,390
548,Маркелова,28,Вторая,269
549,Маркианов,60,Первая,203
550,Маркова,44,Первая,141
551,Мартемьянов,38,Вторая,205
552,Мартынова,51,Высшая,385
553,Мартьянов,57,Вторая,216
554,Матвеева,54,Вторая,287
555,Машкин,50,Без категории,288
556,Маятников,39,Высшая,323
557,Медведева,51,Первая,245
558,Медков,49,Высшая,383
559,Мезенцев,52,Высшая,300
560,Мелитонова,44,Вторая,455
561,Мень,34,Высшая,353
562,Меньшиков,39,Высшая,495
563,Мерецкова,35,Первая,308
564,Меркулов,51,Первая,404
565,Меркульев,25,Без категории,88
566,Меркурова,47,Высшая,332
567,Меркурьев,32,Высшая,288
568,Мигулёв,51,Без категории,441
569,Милова,30,Высшая,235
570,Минин,29,Высшая,465
571,Мирошников,26,Вторая,388
572,Мисайлов,48,Вторая,293
573,Митрофанов,30,Без категории,220
574,Митрофаньев,51,Вторая,17
575,Михайлин,60,Первая,263
576,Михайлова,50,Первая,243
577,Михайловский,42,Вторая,123
578,Михаленко,38,Высшая,168
579,Михальченко,59,Первая,395
580,Михеев,36,Высшая,191
581,Мишкина,50,Первая,180
582,Мишустин,33,Первая,155
583,Могутина,31,Без категории,275
584,Модестов,55,Вторая,232
585,Мозгов,47,Высшая,71
586,Мозговой,54,Без категории,289
587,Мозжухин,25,Вторая,399
588,Моисеева,33,Первая,158
589,Мойсеев,52,Высшая,190
590,Молотова,59,Без категории,288
591,Монастырский,46,Без категории,484
592,Морщаков,30,Первая,59
593,Мосеев,28,Высшая,219
594,Моторина,60,Без категории,72
595,Мохнаткин,38,Высшая,25
596,Муравьёва,35,Высшая,182
597,Мурашкин,48,Первая,116
598,Мурмана,33,Без категории,424
599,Мурманенко,44,Вторая,204
600,Мурманец,51,Первая,192
601,Мурманина,27,Без категории,101
602,Мурманов,48,Без категории,64
603,Мурмановский,46,Вторая,339
604,Мурманский,31,Первая,332
605,Мурманцев,59,Первая,49
606,Мурманчук,32,Высшая,427
607,Мурманюк,49,Высшая,343
608,Муромский,30,Высшая,354
609,Мусина,56,Первая,222
610,Мухин,35,Вторая,135
611,Мыскина,48,Первая,408
612,Мышкин,37,Первая,240
613,Мягкова,32,Первая,199
614,Мясников,25,Без категории,69
615,Набокова,41,Высшая,174
616,Навальный,37,Высшая,444
617,Назаров,27,Без категории,19
618,Назарьев,54,Первая,240
619,Нарышкина,34,Высшая,340
620,Насонов,51,Без категории,463
621,Наумова,33,Без категории,131
622,Нахапетов,33,Первая,381
623,Невзоров,26,Первая,417
624,Неклюдова,32,Первая,11
625,Некрасов,44,Высшая,485
626,Немцова,52,Вторая,261
627,Немчинов,42,Вторая,82
628,Ненароков,50,Без категории,83
629,Несмеянова,38,Вторая,440
630,Неспанов,36,Вторая,482
631,Нестерова,38,Высшая,88
632,Нетёсов,38,Первая,194
633,Нефёдова,38,Вторая,353
634,Нефедьев,41,Вторая,112
635,Нехлюдов,53,Без категории,202
636,Нехорошева,47,Первая,305
637,Нечаев,31,Без категории,197
638,Никандров,41,Первая,248
639,Никанорова,30,Первая,98
640,Никодимов,43,Первая,265
641,Николаева,47,Без категории,331
642,Николин,43,Вторая,344
643,Никонова,38,Вторая,103
644,Никулин,37,Первая,270
645,Ничушкина,51,Вторая,36
646,Новгородцев,38,Вторая,64
647,Новодворский,34,Первая,490
648,Новосёлов,49,Вторая,12
649,Норова,49,Без категории,202
650,Носов,59,Вторая,105
651,Обросимов,45,Вторая,484
652,Обухов,60,Вторая,116
653,Овдокимов,59,Без категории,429
654,Овечкин,49,Вторая,263
655,Овросимов,29,Высшая,67
656,Овсеева,41,Высшая,9
657,Оглоблин,47,Без категории,467
658,Окатов,54,Вторая,286
659,Окулова,36,Вторая,112
660,Окунев,46,Вторая,147
661,Олейников,55,Вторая,68
662,Олимпиев,53,Без категории,359
663,Олисова,39,Первая,315
664,Олсуфьев,50,Вторая,282
665,Олтухов,25,Первая,357
666,Олферьев,35,Без категории,276
667,Омельянов,38,Высшая,277
668,Онисимова,27,Без категории,482
669,Опимахов,26,Без категории,66
670,Орлова,34,Первая,403
671,Осипов,52,Первая,167
672,Останина,55,Высшая,271
673,Остапов,26,Первая,113
674,Остафьев,35,Вторая,87
675,Остратова,55,Высшая,210
676,Островский,44,Вторая,92
677,Офросимов,52,Высшая,479
678,Охотина,57,Вторая,167
679,Очин,51,Первая,412
680,Павлинов,38,Первая,70
681,Павлова,28,Вторая,144
682,Павловский,51,Вторая,209
683,Пальцев,36,Высшая,352
684,Памфилова,39,Без категории,203
685,Панкратов,27,Первая,71
686,Панкратьев,45,Без категории,114
687,Панфилова,46,Вторая,64
688,Панфильев,30,Первая,324
689,Парамонов,36,Без категории,161
690,Пармёнова,43,Первая,320
691,Парменьев,55,Высшая,35
692,Парфёнов,31,Высшая,209
693,Парфенчикова,48,Вторая,372
694,Парфеньев,27,Вторая,96
695,Паршов,33,Без категории,451
696,Пастухова,44,Высшая,77
697,Патрикеев,32,Вторая,440
698,Патрушев,26,Без категории,266
699,Пафнутьева,58,Без категории,249
700,Пафомов,56,Первая,58
701,Пахмутов,31,Первая,491
702,Пахомова,47,Без категории,195
703,Пахомьев,25,Первая,273
704,Пашков,27,Первая,392
705,Пашковский,45,Вторая,425
706,Перфильева,46,Без категории,460
707,Перфишин,51,Первая,398
708,Перхуров,46,Без категории,398
709,Перхурьева,42,Без категории,2
710,Перцев,26,Вторая,297
711,Пескова,58,Без категории,224
712,Пивоваров,55,Высшая,490
713,Пигасова,37,Высшая,296
714,Пигасьев,30,Без категории,113
715,Пименов,59,Вторая,61
716,Пирумова,42,Высшая,426
717,Питиримов,31,Вторая,479
718,Пичугин,39,Вторая,146
719,Пияшев,28,Вторая,65
720,Плавильщиков,59,Вторая,419
721,Плакидин,59,Вторая,188
722,Платонова,43,Без категории,282
723,Платошкин,44,Без категории,316
724,Платухина,36,Без категории,468
725,Плющев,37,Первая,120
726,Победоносцев,46,Высшая,475
727,Подколзина,40,Первая,472
728,Позгалёв,53,Вторая,175
729,Поливанова,49,Без категории,246
730,Полиевктов,27,Первая,189
731,Поликарпов,30,Высшая,342
732,Полуектова,43,Высшая,126
733,Полуехтов,52,Высшая,222
734,Полукарпов,25,Первая,389
735,Полуянова,32,Первая,302
736,Полуяхтов,55,Вторая,371
737,Попов,35,Без категории,308
738,Порфирьев,35,Без категории,168
739,Потапова,60,Первая,63
740,Потапьев,36,Первая,101
741,Правова,57,Без категории,355
742,Привалов,51,Без категории,274
743,Пригожин,53,Вторая,42
744,Прилепин,43,Вторая,295
745,Проклова,49,Вторая,423
746,Прокопов,50,Без категории,63
747,Прокопьева,37,Без категории,279
748,Прокофьева,54,Без категории,200
749,Протасов,25,Без категории,479
750,Протасьев,54,Без категории,167
751,Протоклитов,56,Вторая,399
752,Протопопова,29,Первая,327
753,Проханов,29,Первая,375
754,Прохоров,54,Высшая,279
755,Пуговкин,44,Без категории,328
756,Пудеев,26,Первая,9
757,Пудова,49,Вторая,429
758,Пупкин,56,Первая,197
759,Пучков,33,Без категории,272
760,Пушкина,60,Без категории,217
761,Пчёлкин,60,Без категории,74
762,Пятилеткин,41,Первая,226
763,Работников,37,Без категории,492
764,Радивонов,51,Высшая,476
765,Радугина,35,Первая,60
766,Развожаев,39,Без категории,318
767,Ракова,56,Без категории,448
768,Расторгуев,50,Без категории,401
769,Ратников,27,Первая,270
770,Ремезов,47,Вторая,46
771,Ремнёв,47,Первая,423
772,Репников,51,Вторая,222
773,Римский,35,Первая,316
774,Родивонов,42,Высшая,323
775,Родионова,37,Высшая,435
776,Родченков,27,Первая,246
777,Ромазанов,28,Без категории,74
778,Романов,52,Вторая,78
779,Росляков,57,Без категории,132
780,Ростов,33,Высшая,280
781,Рыжонока,39,Высшая,102
782,Рылеев,52,Первая,361
783,Рыльников,47,Первая,452
784,Рысева,25,Вторая,233
785,Рябинский,55,Высшая,218
786,Саблин,30,Без категории,466
787,Саватеев,40,Первая,483
788,Саватьев,59,Без категории,284
789,Саввин,59,Вторая,328
790,Савёлов,48,Первая,330
791,Савельев,33,Без категории,258
792,Савина,40,Высшая,57
793,Савинов,55,Без категории,470
794,Савкин,38,Первая,34
795,Савостьянов,43,Без категории,379
796,Садофова,30,Без категории,189
797,Садофьев,37,Первая,270
798,Сазонов,29,Вторая,210
799,Самойлов,35,Высшая,137
800,Самылина,36,Без категории,63
801,Самылов,40,Без категории,408
802,Сапронов,43,Вторая,95
803,Сапрыкин,27,Без категории,458
804,Сафонов,40,Без категории,369
805,Сафронова,47,Без категории,180
806,Сахарова,44,Первая,126
807,Сбруева,50,Вторая,317
808,Свиридова,52,Высшая,417
809,Свитнева,40,Без категории,258
810,Севастьянова,51,Первая,190
811,Северьянова,27,Первая,347
812,Семёнова,54,Высшая,178
813,Сергеева,34,Высшая,330
814,Серебренников,48,Вторая,75
815,Серов,30,Высшая,213
816,Сиднин,48,Первая,338
817,Сидоркина,58,Без категории,466
818,Сидоров,32,Без категории,465
819,Силина,53,Первая,278
820,Симеонов,43,Вторая,237
821,Симонов,45,Вторая,448
822,Ситникова,41,Высшая,420
823,Скапидаров,44,Без категории,180
824,Скуратов,43,Высшая,269
825,Славина,44,Высшая,295
826,Слепнев,36,Вторая,362
827,Слепнёв,46,Высшая,381
828,Слюнькова,45,Без категории,205
829,Смирнов,58,Без категории,318
830,Смольников,45,Высшая,278
831,Соболь,46,Высшая,150
832,Собчак,57,Высшая,398
833,Советова,51,Первая,430
834,Созонов,57,Первая,213
835,Созонтова,57,Первая,201
836,Соков,59,Первая,179
837,Соколова,41,Первая,443
838,Соловьёв,58,Без категории,208
839,Солопова,27,Без категории,31
840,Сопронов,41,Высшая,375
841,Сотникова,25,Без категории,406
842,Софонов,33,Без категории,85
